Time[mSeconds],Pressure[PSI],Temperature[DegC]
549896,5.87,19.25
550096,5.87,19.25
550298,11.73,19.25
550500,11.73,19
550701,5.87,19.25
550902,5.87,19.25
551104,8.8,19.25
551306,0,19
551506,5.87,19
551708,2.93,19
551910,2.93,19
552111,2.93,19
552312,2.93,19.25
552514,2.93,19.25
552715,5.87,19
552916,2.93,19.25
553118,2.93,19
553319,2.93,19
553521,2.93,19.25
553722,2.93,19
553923,2.93,19.25
554125,0,19.25
554327,2.93,19.25
554527,0,19.25
554729,0,19
554931,0,19
555131,0,19
555333,0,19
555535,0,19
555736,0,19.25
555937,0,19
556139,0,19
556340,0,19
556541,0,19.25
556742,0,19
556944,0,19
557146,0,19
557346,0,19
557548,0,19.25
557750,0,19
557950,0,19
558152,0,19
558353,0,19
558555,0,19.25
558756,0,19
558957,0,19.25
559159,0,19
559361,0,19
559561,0,19
559763,0,19.25
559965,0,19
560165,0,19.25
560367,0,19.25
560568,0,19.25
560770,0,19.25
560971,0,19
561172,0,19
561374,0,19.25
561575,0,19.25
561776,0,19.25
561978,0,19.25
562180,0,19.25
562380,0,19.25
562582,0,19
562783,0,19.25
562984,0,19.25
563186,0,19.25
563387,0,19
563589,0,19.25
563790,0,19.25
563991,0,19.25
564193,0,19.25
564395,0,19.25
564595,0,19.25
564797,0,19.25
564999,0,19.25
565199,0,19.25
565401,0,19.25
565602,0,19.25
565804,0,19.25
566005,0,19
566206,0,19.25
566408,0,19.25
566609,0,19.25
566810,0,19
567012,0,19.25
567214,0,19.25
567414,0,19.25
567616,0,19.25
567817,0,19.25
568018,0,19.25
568220,0,19.25
568421,0,19.25
568623,0,19.25
568824,0,19.25
569025,0,19.25
569227,0,19.25
569428,0,19.25
569629,0,19.25
569831,0,19.25
570033,0,19.25
570233,0,19.25
570435,0,19.25
570636,0,19.25
570838,0,19
571039,0,19
571240,0,19.25
571442,0,19.25
571643,0,19
571844,0,19.25
572046,0,19.25
572248,0,19.25
572448,0,19.25
572650,0,19.25
572852,0,19
573052,0,19.25
573254,0,19.25
573455,0,19.25
573657,0,19.25
573858,0,19
574059,0,19
574261,0,19
574462,0,19.25
574663,0,19
574865,0,19
575066,0,19.25
575267,0,19
575469,0,19
575670,0,19
575872,0,19.25
576073,0,19.25
576274,0,19.25
576476,0,19.25
576677,0,19.25
576878,0,19.25
577080,0,19.25
577281,0,19
577482,0,19.25
577684,0,19.25
577885,0,19.25
578086,0,19.25
578288,0,19
578489,0,19.25
578691,0,19.25
578892,0,19.25
579093,0,19.25
579295,0,19.25
579496,0,19.25
579697,0,19.25
579899,0,19.25
580100,0,19.25
580301,0,19
580503,0,19.25
580704,0,19.25
580905,0,19.25
581107,0,19.25
581308,0,19.25
581510,0,19.25
581711,0,19.25
581912,0,19.25
582114,0,19.25
582316,0,19.25
582516,0,19.25
582718,0,19.25
582919,0,19.25
583120,0,19.25
583322,0,19.25
583523,0,19.25
583725,0,19.25
583926,0,19.25
584127,0,19.25
584329,0,19.25
584530,0,19
584731,0,19
584933,0,19
585134,0,19.25
585335,0,19
585537,0,19.25
585738,0,19.25
585939,0,19.25
586141,0,19.25
586342,0,19.25
586544,0,19.25
586745,0,19.25
586946,0,19
587148,0,19.25
587348,0,19
587550,0,19.25
587752,0,19.25
587953,0,19
588154,0,19.25
588356,0,19
588557,0,19
588759,0,19.25
588960,0,19.25
589161,0,19.25
589363,0,19
589563,0,19
589765,0,19
589967,0,19.25
590168,0,19
590369,0,19.25
590571,0,19
590772,0,19
590973,0,19
591175,0,19
591376,0,19
591578,0,19.25
591778,0,19
591980,0,19.25
592182,0,19
592382,0,19
592584,0,19.25
592786,0,19
592987,0,19
593188,0,19
593390,0,19.25
593591,0,19.25
593793,0,19.25
593993,0,19.25
594195,0,19
594397,0,19.25
594597,0,19
594799,0,19.25
595001,0,19
595202,0,19
595403,0,19.25
595605,0,19
595806,0,19.25
596007,0,19
596208,0,19
596410,0,19
596612,0,19
596812,0,19
597014,0,19
597216,0,19
597416,0,19
597618,0,19
597820,0,19
598021,0,19
598222,0,19
598423,0,19.25
598625,0,19
598827,0,19
599027,0,19.25
599229,0,19
599431,0,19.25
599631,0,19
599833,0,19
600035,0,19
600236,0,19.25
600437,0,19
600638,0,19
600840,0,19
601041,0,19
601242,0,19
601444,0,19.25
601646,0,19.25
601846,0,19
602048,0,19
602249,0,19
602450,0,19.25
602652,0,19.25
602853,0,19.25
603055,0,19
603256,0,19.25
603457,0,19.25
603659,0,19.25
603860,0,19.25
604061,0,19.25
604263,0,19
604465,0,19.25
604665,0,19
604867,0,19
605068,0,19
605270,0,19.25
605471,0,19.25
605672,0,19.25
605874,0,19.25
606075,0,19.25
606276,0,19.25
606478,0,19.25
606680,0,19.25
606880,0,19.25
607082,0,19.25
607283,0,19.25
607484,0,19.25
607686,0,19.25
607887,0,19.25
608089,0,19.25
608290,0,19.25
608491,0,19.25
608693,0,19.25
608894,0,19.25
609095,0,19.25
